SMILES,SR-ARE,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Cc1ccc2ccc3cccc4ccc1c2c34,0.0,2.2494444444444444,1.3390740740740743,2.2494444444444444,1.3390740740740743,0.3669189647352124,216.283,204.18699999999995,216.093900384,80,0,-0.0024142957994938,-0.0610325863660082,0.0610325863660082,0.0024142957994938,0.5882352941176471,1.1764705882352942,1.9411764705882355,14.11165489600652,9.923466000510954,2.0759982451828205,-2.1127906470713875,2.3486126465800456,-1.8480280775343343,6.229359179973667,1.5477569816663828,2.483254905410699,824.4948037056826,11.405412915006313,9.696152422706634,9.696152422706634,8.343336592900531,5.976067743425171,5.976067743425171,4.73849666333468,4.73849666333468,3.746669680947457,3.746669680947457,2.88114286584166,2.88114286584166,-2.079999999999999,16703.309153947535,9.002669005102042,2.9808040984885187,1.073673710989648,99.82036370923475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.59730361615449,44.8045339781764,0.0,0.0,0.0,32.31734528678877,0.0,0.0,0.0,6.923737199690624,0.0,60.160755107851486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,5.563451491696996,54.59730361615449,0.0,32.31734528678877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.880796778485774,0.0,0.0,61.52104081584511,0.0,0.0,0.0,0.0,8.227685185185187,1.3571787603930463,0.0,19.895413832199544,0.0,2.1863888888888887,0.0,0.0588235294117647,17,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,4.892420000000002,74.88300000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc2cccnc2c1,0.0,4.242037037037037,1.076388888888889,4.242037037037037,1.076388888888889,0.5519055037199659,143.189,134.117,143.073499288,54,0,0.0704076220329871,-0.2562564105949925,0.2562564105949925,0.0704076220329871,1.181818181818182,2.090909090909091,3.0,14.637960386027675,10.14596733735999,1.904188388705604,-1.9541207679877524,2.110583336756373,-1.771801576562091,5.78174609940636,1.3874860171168044,2.828901215620696,379.2844903986784,7.681798275874712,6.411315210637714,6.411315210637714,5.360173345306137,3.675181360471205,3.675181360471205,2.699557448564598,2.699557448564598,1.7614095819020614,1.7614095819020614,1.176478794039974,1.176478794039974,-1.37,487.8529731213885,6.347187816656916,2.3473141640530204,1.0929798180172747,65.69765774657529,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,18.19910120538483,24.61992282831084,11.583067786077873,5.516700717616262,0.0,10.902924932081056,0.0,4.9839785209472085,0.0,6.923737199690624,0.0,42.09213040561812,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.923737199690624,5.563451491696996,36.52867891392113,0.0,10.902924932081056,12.89,0.0,0.0,0.0,0.0,0.0,5.516700717616262,10.949675706161791,0.0,12.263210640074686,36.17318399448427,0.0,0.0,0.0,4.242037037037037,1.2065740740740742,2.33675925925926,0.0,10.315925925925928,1.821203703703704,2.0775,0.0,0.1,11,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,2,2.5432200000000007,46.480000000000025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0.0,9.403367268203578,-0.612438350340136,9.403367268203578,0.5593820861678005,0.8678513137549793,293.374,274.222,293.16404560800004,112,0,0.1372662326456913,-0.2485556164713091,0.2485556164713091,0.1372662326456913,1.0,1.5454545454545454,1.9545454545454544,15.306903943545349,9.788171231371294,2.2568919747067784,-2.227711939688517,2.300722532937115,-2.1952094768047834,5.421656420534696,0.6455640918704749,2.547796960808831,698.0918659440513,16.380468888623984,13.329926104634469,13.329926104634469,10.2811535173879,7.081841118667592,7.081841118667592,6.485278898228159,6.485278898228159,3.806342776131405,3.806342776131405,2.1355112621508807,2.1355112621508807,-2.66,84222.03679555748,15.723645190077436,5.614350648689528,3.1495534314097644,130.38501715597528,0.0,12.654640149529085,0.0,0.0,0.0,0.0,0.0,9.665781456092391,15.62246491777801,0.0,18.19910120538483,44.38530327385348,0.0,29.513179970290683,0.0,0.0,10.523783109476971,14.76446326439343,0.0,45.06968614346863,0.0,47.5440958300049,12.138442625584547,0.0,0.0,0.0,0.0,14.76446326439343,17.374737344706134,22.66222573506152,44.38530327385348,30.853741354913915,0.0,0.0,78.28999999999999,10.82998093879356,10.523783109476971,0.0,0.0,6.544756405912575,16.690354475090988,6.3273200747645415,11.009123009909723,45.89405000414733,22.221102954832794,0.0,1.723851095993953,0.0,3.9402126637692114,22.917807382212143,1.595984977324264,0.0,10.604680650037793,3.1392987055933483,8.078164525069287,0.0,0.4117647058823529,22,0,5,0,0,0,1,1,2,5,0,5,4,0,0,0,2,2.9287600000000014,82.84400000000004,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)Cc1nccs1,0.0,4.174907407407408,0.7325462962962963,4.174907407407408,0.7325462962962963,0.6157192984263966,141.23899999999998,130.15099999999998,141.061220352,50,0,0.0926848183048274,-0.2497140931168348,0.2497140931168348,0.0926848183048274,1.6666666666666667,2.4444444444444446,2.888888888888889,32.13347962579223,10.145563071663242,1.9699118655072845,-1.9684708116021417,2.09037397941644,-1.9109053525466877,7.090414702531153,0.6442735122783637,2.477963935223384,155.43389644544925,6.69023444431199,5.794619474719247,6.611116055646972,4.287693700234704,3.1714676458943094,4.051120457149204,2.523814075631916,3.5029311834332084,1.0663334412435197,1.868284172632736,0.7030203075681521,1.5330940403564532,-0.3700000000000001,144.18497538897435,6.745874855156431,2.968144674765413,2.1403007250641384,59.751182828441394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,11.336785877934735,13.847474399381248,5.917906046161393,17.997727965005,5.007623696852765,0.0,11.336785877934735,0.0,4.9839785209472085,5.917906046161393,20.268296022307258,0.0,16.584530038931756,0.0,0.0,0.0,0.0,11.336785877934735,4.9839785209472085,6.4208216229260096,5.917906046161393,18.855098096234013,11.576906342078992,0.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,12.338727669087405,5.007623696852765,11.336785877934735,11.576906342078992,18.831452920328456,0.0,0.0,1.740138888888889,4.174907407407408,3.280138888888889,0.0,0.7325462962962963,0.0,2.9861574074074078,4.419444444444444,0.0,0.5714285714285714,9,0,1,0,0,0,0,1,1,2,0,2,2,0,0,0,1,2.341600000000001,40.65600000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0.0,11.91935122197027,-0.1236813327953088,11.91935122197027,0.0911748866213146,0.7974414739790291,277.368,254.18399999999997,277.179026976,110,0,0.2508256469094607,-0.3507527813730113,0.3507527813730113,0.2508256469094607,1.1,1.7,2.2,16.15074173058023,10.16349582921265,2.0575428649561065,-2.174826717176295,2.0876794156475715,-2.342923367030273,5.949720164084931,-0.1137384212304433,2.4506861321735043,438.93677733377945,14.957819157813608,12.40153837793238,12.40153837793238,9.562080607913936,6.946065746526664,6.946065746526664,4.5413200505996825,4.5413200505996825,3.0754729677490693,3.0754729677490693,1.8776423034512624,1.8776423034512624,-1.88,24681.24144596264,16.175187637969096,8.32258378132446,5.401598183903249,119.89848438657344,15.533486938863138,0.0,0.0,5.907179729351506,5.907179729351506,0.0,9.589074368143644,0.0,0.0,0.0,13.847474399381248,37.35498108567159,31.26408777789633,0.0,9.589074368143644,17.501745733386574,0.0,10.216698334856808,0.0,20.771211599071872,31.49581422765663,29.82891976554344,0.0,10.633577208012662,5.687386274683562,0.0,0.0,42.8932948132038,4.794537184071822,0.0,31.129200274840688,24.26546827384644,0.0,0.0,61.440000000000005,0.0,9.589074368143644,0.0,11.814359458703011,17.795594172293132,19.634269217737724,6.923737199690624,24.26546827384644,0.0,29.380961338244383,0.0,0.0,0.0,25.06852666582173,5.5572732094444754,1.28781489936297,-0.2148562194166234,6.858571743512219,0.0,9.109336367941896,0.0,0.4666666666666667,20,2,5,0,0,0,1,0,1,3,2,5,7,0,0,0,1,1.7165999999999997,80.86690000000004,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,0.0,12.361794847568657,-0.6094336314772819,12.361794847568657,0.1548927626606198,0.5360742069433695,318.328,304.21600000000007,318.089208928,118,0,0.3439105201255086,-0.4229216639867295,0.4229216639867295,0.3439105201255086,0.5,0.8333333333333334,1.2083333333333333,16.54238673509405,10.083928263333474,2.195365364410765,-2.090164845353486,2.173265437440804,-2.169610775779797,6.039089445915449,0.069173129366718,1.8205415109696528,769.2824078454845,16.77781011412252,12.715896930510215,12.715896930510215,11.737183443017882,7.373462345627134,7.373462345627134,4.950727943515456,4.950727943515456,3.2743998371171776,3.2743998371171776,2.140221540937598,2.140221540937598,-3.399999999999999,403903.9748762194,15.49396193907119,7.24167627835448,3.674074074074075,138.82561041951956,9.473725907600098,11.49902366656781,0.0,0.0,0.0,11.9386105759037,0.0,9.589074368143644,0.0,0.0,48.53093654769288,36.39820241076966,0.0,11.126902983393991,19.06280027574374,11.9386105759037,0.0,0.0,0.0,0.0,0.0,96.05604194185656,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,11.9386105759037,0.0,0.0,20.715977351537635,84.92913895846256,0.0,0.0,52.60000000000001,11.9386105759037,9.589074368143644,0.0,11.126902983393991,11.49902366656781,0.0,12.13273413692322,60.6636706846161,12.13273413692322,0.0,9.473725907600098,10.589505857898716,0.0,24.723589695137317,0.0,0.3097855253212398,-0.3971454443424125,23.774264365985147,0.0,0.0,0.0,0.0,24,0,4,0,0,0,3,0,3,4,0,4,4,0,0,0,3,4.125000000000003,89.24300000000002,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.0,12.611165910808769,-3.902610347379692,12.611165910808769,0.3895910493827166,0.6426856532576386,358.6510000000001,341.5150000000001,358.013803824,120,0,0.4749715667832386,-0.3098807269661522,0.4749715667832386,0.3098807269661522,0.9047619047619048,1.380952380952381,1.761904761904762,35.49569202881311,10.217251373961696,2.4233044212588912,-2.263943142257052,2.662357830797553,-2.082909196204802,7.550978983215328,0.1161395405194733,3.26690377922361,532.0076552126128,16.096011838247808,12.016881043204314,14.5616643712226,9.836794267149646,5.703938188988864,9.154339043183189,3.7266652119255537,8.277626708714477,2.627491411195955,6.4051175473739885,1.4774791123135171,4.168550328292578,-0.2300000000000001,34080.20685598205,18.818146364949445,7.859185603793229,4.617365622537734,128.139657156719,9.047494323423637,0.0,5.845054792290216,0.0,0.0,15.418459449920055,18.13628977006678,4.565048284931329,0.0,0.0,23.733674027155736,17.696185628620217,33.46182347885146,0.0,31.748832378421746,27.01939934015257,0.0,0.0,0.0,5.845054792290216,28.439190165110134,34.85155307928476,0.0,0.0,0.0,0.0,27.01939934015257,28.439190165110134,31.748832378421746,0.0,11.408506283987212,24.26546827384644,5.022633313741326,0.0,80.29,21.26351424221027,9.130096569862658,0.0,0.0,10.586084805438322,14.219595082555069,14.219595082555069,24.26546827384644,0.0,0.0,34.219675698791605,49.25315990593768,5.809497087672517,0.0,0.4757700827244484,0.3895910493827166,-1.295833333333334,6.223793461829176,0.0,0.0,-2.9670893653243184,0.4545454545454545,21,0,7,0,0,0,1,0,1,7,0,10,8,0,0,0,1,4.242000000000004,78.52700000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(N)CCC(C(C)(C)N)CC1,0.0,6.057945956160243,-0.0173611111111109,6.057945956160243,0.0173611111111109,0.6281841481930891,170.29999999999995,148.12399999999997,170.178298704,72,0,0.012566090743855,-0.3253078850446841,0.3253078850446841,0.012566090743855,1.25,1.6666666666666667,2.0,14.763932144724144,9.71341881540958,2.3295894306844795,-2.396574434383878,2.343463033551659,-2.4758692308231613,4.9194233954053095,0.1846900518139473,2.4688639790107176,145.71173956630955,9.405777393935816,8.560477932315068,8.560477932315068,5.312278496709086,4.8896287658987125,4.8896287658987125,5.249671105539444,5.249671105539444,3.180025926164817,3.180025926164817,2.021282162176448,2.021282162176448,-0.08,293.4757959394521,10.003892617449663,3.001951825646205,2.4579065688775508,75.69768029789522,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.372404136937305,11.07785050476669,0.0,0.0,0.0,0.0,0.0,17.385241000485763,57.5323485955426,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,11.07785050476669,0.0,5.917906046161393,46.45449809077592,0.0,0.0,0.0,52.04,0.0,0.0,0.0,11.07785050476669,5.917906046161393,12.84164324585202,12.84164324585202,0.0,0.0,20.771211599071872,11.46733495432437,0.0,0.0,0.0,0.0,12.154231386999246,0.6612268518518517,0.0,4.628564814814815,6.389310279667422,0.0,1.0,12,4,2,1,0,1,0,0,0,2,2,2,1,1,0,1,1,1.6313,52.81680000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,1.0,10.234413895187704,-1.2030914588057449,10.234413895187704,0.2965679589737138,0.5030837169270522,320.3090000000001,304.18100000000004,320.123302992,122,0,0.1640311546286616,-0.3935668539603341,0.3935668539603341,0.1640311546286616,1.3043478260869563,2.0869565217391304,2.782608695652174,16.56246821610067,10.128428933280857,2.440208502091685,-2.186025127075036,2.364816025287344,-2.3264264889188966,6.134188785172412,-0.0508275857686914,1.8932486174998453,805.1038069941094,16.30060042939172,12.23451571997746,12.23451571997746,11.024075805453151,7.087671769194179,7.087671769194179,5.583631246256268,5.583631246256268,4.220872009100599,4.220872009100599,3.0749941461593595,3.0749941461593595,-2.27,281441.10883042804,14.330389548880872,4.862157575598351,1.860978867350172,129.97585737385873,30.357212263275706,30.286396458777176,17.881383734327166,0.0,0.0,0.0,0.0,14.976869565848949,5.101407525739723,0.0,0.0,0.0,18.80796704598726,11.993106178977714,20.056445138322168,22.686883998824825,0.0,14.53505668968577,10.835075002901908,24.539800333979777,18.66346647114464,18.08761513807461,0.0,10.742580001116718,5.817862777835028,0.0,0.0,67.65671177040016,4.736862953800049,0.0,11.791352662431866,17.62557117211734,0.0,11.033401435232523,142.25,31.14668229849269,15.319582184522115,0.0,0.0,28.250335490521817,0.0,6.3273200747645415,22.820527726036158,0.0,15.06936456763414,10.470530430962237,7.151985308012094,0.0,8.451808390022677,35.85045670275559,7.104696554547745,0.8842470290585382,0.0,-1.1046316504997062,-0.3954820956160239,1.723586428385761,0.4615384615384615,23,5,10,0,2,2,0,2,2,10,4,10,2,0,1,1,4,-1.887099999999999,79.66480000000001,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,1.0,12.440696907196518,-1.0093434059396222,12.440696907196518,0.0293064368258271,0.5453420689779727,412.5550000000002,384.3310000000001,412.18206375599993,154,0,0.3096343850940976,-0.480811190679294,0.480811190679294,0.3096343850940976,1.2758620689655171,2.034482758620689,2.655172413793104,32.133481164039964,9.788096398790971,2.366510768079177,-2.253803194059259,2.3646679901753758,-2.3385386596118214,7.1018693712025645,-0.151338995464507,1.633626553054612,895.0328380636294,20.855160383312143,16.9806149030278,17.797111483955526,13.952657366607887,10.223219871773669,11.10287268302856,7.714774555461793,8.604455522483395,5.958079201062987,6.786284225320027,3.546963482601422,4.338332903711903,-2.47,2793542.85033621,21.243953213231745,9.35174602504966,5.122475236200728,175.42940412864962,10.423315998847038,5.007623696852765,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,4.9839785209472085,0.0,11.336785877934735,38.47705026606435,49.45549222715814,23.40617671423688,11.10891846424524,14.69560176298435,41.05269738358941,0.0,4.9839785209472085,5.41499046939678,58.29031018309871,5.316788604006331,45.91053422771057,0.0,5.316788604006331,5.687386274683562,0.0,11.336785877934735,21.966990933091267,9.589074368143644,5.41499046939678,74.55531336649693,29.64553104431236,0.0,12.152040213667762,79.29,11.384295757348628,14.69560176298435,0.0,12.328001352277514,24.44693556669697,10.57107518854976,24.95639286362649,11.336785877934735,50.264982886895446,10.696851374472246,4.9839785209472085,0.0,1.6519825795032184,28.758864924733277,15.500536251147311,1.81685293140078,-0.557917714256332,7.537806366571472,8.586893297497356,3.6216480300695855,0.0,0.4347826086956521,29,2,5,1,0,1,1,1,2,4,2,6,9,1,0,1,3,5.8006000000000055,117.97350000000006,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0.0,12.165193737606256,-1.6379359042999913,12.165193737606256,0.0516284013605441,0.3284121594560428,376.36900000000014,356.2090000000002,376.13828436,144,0,0.3494476004440153,-0.3935791401550511,0.3935791401550511,0.3494476004440153,1.0740740740740742,1.7407407407407407,2.4074074074074074,16.3745467517879,10.063612561340175,2.271040198825424,-2.2465876759680947,2.240798385666775,-2.419514856811241,5.80553009490852,-0.080230802371158,2.2752894120966243,1075.453994856704,19.877950698581344,14.74795665774866,14.74795665774866,12.722453108210818,8.294805064212543,8.294805064212543,6.4987457761144585,6.4987457761144585,4.569542931620767,4.569542931620767,2.8942166040899,2.8942166040899,-2.66,876018.0053364431,19.111322274168355,7.158061106278338,3.470654420176668,152.29232415746102,24.99320922715417,18.31189916324491,11.518332492848389,0.0,5.559266895052007,5.689743398203474,9.77851570501903,9.77851570501903,4.9839785209472085,0.0,0.0,37.10711151969846,0.0,24.18503980565801,20.426109579362823,11.033401435232523,0.0,19.519035210632985,0.0,38.70412996853872,6.606881964512918,44.09772178171633,11.518332492848389,11.24901029325548,0.0,0.0,0.0,64.86392591775362,6.544756405912575,13.847474399381248,11.126902983393991,21.721808505066864,0.0,22.551733928080907,161.56,36.1677914210133,24.90865655266576,0.0,18.063088898760963,11.033401435232523,11.126902983393991,4.567099647791355,12.13273413692322,13.847474399381248,14.951935562841626,5.106527394840706,1.4015154950869235,0.0,33.997488956032875,38.7947589785455,1.1125413160239104,-0.0516284013605441,3.5303167517006804,-4.680411338918283,2.7287515762222654,0.0,0.4117647058823529,27,5,10,0,2,2,1,0,1,9,5,10,5,0,0,0,3,-1.7235599999999989,95.6209,0,4,4,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.0,12.962307543139712,-0.4760044325096635,12.962307543139712,0.1761515032173193,0.862335051944173,347.861,324.677,347.145220256,128,0,0.1227272187989244,-0.3870735913693673,0.3870735913693673,0.1227272187989244,1.0416666666666667,1.6666666666666667,2.2916666666666665,35.495691564072715,9.897165647590649,2.2138890484932547,-2.3294123809701635,2.240352027057404,-2.3664475413472177,6.300852387137603,0.0892864437169128,1.459849758480786,635.6933540099774,16.94094682093905,13.666499516033916,14.422428462052372,11.59735678832402,8.502802757942279,8.880767230951506,6.641923173000699,7.0783589534726845,4.8306998550695655,5.082676170409051,3.361866685936098,3.4878548436058407,-1.4199999999999997,330776.2185525851,17.404560509149317,8.105518429849019,4.791226034719341,147.42507213941192,10.006437125691184,5.817220841045895,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,0.0,35.866408164078955,73.662254984005,11.5673897196539,6.103966387748303,9.496942442515524,11.600939890232516,0.0,4.899909730850478,5.917906046161393,25.36643125652633,19.634269217737724,70.4976936858741,0.0,0.0,4.39041504767482,0.0,11.600939890232516,29.64070634342891,6.4208216229260096,11.735126887207288,30.072512616994317,48.53093654769288,5.022633313741326,0.0,23.47,6.103966387748303,9.496942442515524,0.0,5.817220841045895,17.485295765815295,37.91542917230017,17.696185628620217,0.0,36.39820241076966,4.899909730850478,11.600939890232516,12.962307543139712,5.886557982714443,2.319876280759217,11.058043057261528,2.114707990169439,0.4621688455323225,14.226698655878987,2.7633670337331955,2.6507170552555954,0.0,0.4,24,1,2,0,1,1,2,0,2,2,1,4,5,0,1,1,3,4.4672000000000045,95.67980000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
